RO	0	500	500
GS	0	500	500
NCGEDF	0	500	500
RO	0.1	500	500
GS	0.1	500	500
NCGEDF	0.1	500	498
RO	0.2	500	500
GS	0.2	500	500
NCGEDF	0.2	500	475
RO	0.3	500	500
GS	0.3	500	500
NCGEDF	0.3	500	392
RO	0.4	500	500
GS	0.4	500	500
NCGEDF	0.4	500	350
RO	0.5	500	500
GS	0.5	500	500
NCGEDF	0.5	500	278
RO	0.6	500	500
GS	0.6	500	500
NCGEDF	0.6	500	216
RO	0.7	500	500
GS	0.7	500	500
NCGEDF	0.7	500	163
RO	0.8	500	500
GS	0.8	500	496
NCGEDF	0.8	500	119
RO	0.9	500	500
GS	0.9	500	498
NCGEDF	0.9	500	93
RO	1	500	499
GS	1	500	494
NCGEDF	1	500	94
RO	1.1	500	500
GS	1.1	500	489
NCGEDF	1.1	500	63
RO	1.2	500	498
GS	1.2	500	484
NCGEDF	1.2	500	41
RO	1.3	500	499
GS	1.3	500	468
NCGEDF	1.3	500	29
RO	1.4	500	499
GS	1.4	500	463
NCGEDF	1.4	500	33
RO	1.5	500	498
GS	1.5	500	439
NCGEDF	1.5	500	12
RO	1.6	500	498
GS	1.6	500	441
NCGEDF	1.6	500	16
RO	1.7	500	498
GS	1.7	500	434
NCGEDF	1.7	500	10
RO	1.8	500	499
GS	1.8	500	419
NCGEDF	1.8	500	7
RO	1.9	500	498
GS	1.9	500	391
NCGEDF	1.9	500	5
RO	2	500	499
GS	2	500	369
NCGEDF	2	500	4
RO	2.1	500	499
GS	2.1	500	357
NCGEDF	2.1	500	3
RO	2.2	500	496
GS	2.2	500	328
NCGEDF	2.2	500	0
RO	2.3	500	496
GS	2.3	500	269
NCGEDF	2.3	500	1
RO	2.4	500	498
GS	2.4	500	234
NCGEDF	2.4	500	0
RO	2.5	500	497
GS	2.5	500	170
NCGEDF	2.5	500	1
RO	2.6	500	494
GS	2.6	500	84
NCGEDF	2.6	500	0
RO	2.7	500	498
GS	2.7	500	54
NCGEDF	2.7	500	0
RO	2.8	500	496
GS	2.8	500	20
NCGEDF	2.8	500	0
RO	2.9	500	490
GS	2.9	500	7
NCGEDF	2.9	500	1
RO	3	500	495
GS	3	500	3
NCGEDF	3	500	0
RO	3.1	500	495
GS	3.1	500	0
NCGEDF	3.1	500	0
RO	3.2	500	489
GS	3.2	500	0
NCGEDF	3.2	500	0
RO	3.3	500	481
GS	3.3	500	0
NCGEDF	3.3	500	0
RO	3.4	500	447
GS	3.4	500	0
NCGEDF	3.4	500	0
RO	3.5	500	433
GS	3.5	500	0
NCGEDF	3.5	500	0
RO	3.6	500	370
GS	3.6	500	0
NCGEDF	3.6	500	0
RO	3.7	500	336
GS	3.7	500	0
NCGEDF	3.7	500	0
RO	3.8	500	132
GS	3.8	500	0
NCGEDF	3.8	500	0
RO	3.9	500	1
GS	3.9	500	0
NCGEDF	3.9	500	0
RO	4	500	0
GS	4	500	0
NCGEDF	4	500	0
